formula,bulk_modulus,shear_modulus,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
MgO,151.4974341,118.7136192,Mg1 O1,8,12,4,10,2,8,68,87,19,77.5,9.5,68,15.9994,24.305,8.3056,20.1522,4.1528,15.9994,54.8,923,868.2,488.9,434.1,54.8,2,16,14,9,7,2,2,3,1,2.5,0.5,2,66,141,75,103.5,37.5,66,1.31,3.44,2.13,2.375,1.065,1.31,2,2,0,2,0,2,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4,2,2,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,9.105,22.89,13.785,15.9975,6.8925,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,103,91,12
BW2,329.8216324,152.2328355,B1 W2,5,74,69,51,30.666666666666668,74,51,72,21,58,9.333333333333334,51,10.811,183.84,173.029,126.16366666666666,76.90177777777778,183.84,2348,3695,1347,3246,598.6666666666666,3695,6,13,7,8.333333333333334,3.111111111111111,6,2,6,4,4.666666666666667,1.7777777777777777,6,84,162,78,136,34.666666666666664,162,2.04,2.36,0.31999999999999984,2.2533333333333334,0.1422222222222221,2.36,2,2,0,2,0,2,0,1,1,0.3333333333333333,0.4444444444444445,0,0,4,4,2.6666666666666665,1.777777777777778,4,0,14,14,9.333333333333334,6.222222222222221,14,3,20,17,14.333333333333334,7.5555555555555545,20,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.222222222222222,0,0,6,6,4,2.6666666666666665,6,0,0,0,0,0,0,5,6,1,5.666666666666667,0.44444444444444436,6,7.1725,16.05,8.877500000000001,13.090833333333334,3.9455555555555555,16.05,0,1.524,1.524,0.508,0.6773333333333333,0,0,0,0,0,0,0,166,229,63,208,28,229
Mg(BeN)2,184.9498999,166.0903225,Mg1 Be2 N2,4,12,8,6.8,2.24,4,67,82,15,73.2,7.040000000000001,67,9.012182,24.305,15.292818,14.0685528,4.09457888,9.012182,63.05,1560,1496.95,833.82,616.616,63.05,2,15,13,7.2,6.24,2,2,3,1,2.2,0.3200000000000001,2,71,141,70,95,19.2,71,1.31,3.04,1.73,2.1060000000000003,0.7472000000000001,1.57,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,7.89,22.89,15,13.641500000000002,4.6012,7.89,0,6.437,6.437,2.5748,3.0897600000000005,0,0,0,0,0,0,0,194,194,0,194,0,194
SrTiO3,168.4525158,102.2844331,Sr1 Ti1 O3,8,38,30,16.8,10.559999999999999,8,8,87,79,62.4,29.520000000000003,87,15.9994,87.62,71.62060000000001,36.69704,24.837168,15.9994,54.8,1941,1886.2,631.08,691.5360000000001,54.8,2,16,14,10.8,6.24,16,2,5,3,3,1.2,2,66,195,129,110.6,53.52,66,0.95,3.44,2.49,2.5620000000000003,1.0535999999999999,3.44,2,2,0,2,0,2,0,4,4,2.4,1.9200000000000004,4,0,2,2,0.4,0.64,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.9600000000000002,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.0799999999999996,2,9.105,54.23,45.125,19.647,13.833199999999996,9.105,0,0,0,0,0,0,0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0,12,225,213,91,94.8,12
Si2Mo,206.5945044,176.9015183,Si2 Mo1,14,42,28,23.333333333333332,12.444444444444443,14,50,78,28,68.66666666666667,12.444444444444443,78,28.0855,95.96,67.8745,50.71033333333333,30.16644444444444,28.0855,1687,2896,1209,2090,537.3333333333334,1687,6,14,8,11.333333333333334,3.5555555555555554,14,3,5,2,3.6666666666666665,0.8888888888888888,3,111,154,43,125.33333333333333,19.11111111111111,111,1.9,2.16,0.26000000000000023,1.9866666666666666,0.11555555555555563,1.9,1,2,1,1.6666666666666667,0.4444444444444444,2,0,2,2,1.3333333333333333,0.888888889,2,0,5,5,1.6666666666666667,2.222222222222222,0,0,0,0,0,0,0,4,6,2,4.666666666666667,0.888888889,4,0,1,1,0.3333333333333333,0.4444444444444445,0,0,4,4,2.6666666666666665,1.777777777777778,4,0,5,5,1.6666666666666667,2.222222222222222,0,0,0,0,0,0,0,4,6,2,4.666666666666667,0.888888889,4,15.69,20.44,4.750000000000002,18.856666666666666,2.1111111111111125,20.44,0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0,0,0,0,0,0,227,229,2,227.66666666666666,0.8888888888888857,227
Mo2C,294.3365694,149.6168549,Mo2 C1,6,42,36,30,16,42,50,77,27,59,12,50,12.0107,95.96,83.9493,67.9769,37.31079999999999,95.96,2896,3823,927,3205,412,2896,6,14,8,8.666666666666666,3.5555555555555554,6,2,5,3,4,1.3333333333333333,5,76,154,78,128,34.666666666666664,154,2.16,2.55,0.3899999999999997,2.29,0.1733333333333332,2.16,1,2,1,1.3333333333333333,0.4444444444444444,1,0,2,2,0.6666666666666666,0.888888889,0,0,5,5,3.3333333333333335,2.222222222222222,5,0,0,0,0,0,0,4,6,2,5.333333333333333,0.888888889,6,0,1,1,0.6666666666666666,0.4444444444444445,1,0,4,4,1.3333333333333333,1.777777777777778,0,0,5,5,3.3333333333333335,2.222222222222222,5,0,0,0,0,0,0,4,6,2,5.333333333333333,0.888888889,6,5.64,15.69,10.05,12.339999999999998,4.466666666666668,15.69,0,4.496,4.496,1.4986666666666668,1.9982222222222223,0,0,0,0,0,0,0,194,229,35,217.33333333333334,15.555555555555552,229
Mg(BC)2,157.9789447,103.7923254,Mg1 B2 C2,5,12,7,6.8,2.08,5,68,77,9,73.2,3.0400000000000005,72,10.811,24.305,13.494,13.989679999999998,4.126128,10.811,923,3823,2900,2653,936,2348,2,14,12,11.2,3.6800000000000006,13,2,3,1,2.2,0.3200000000000001,2,76,141,65,92.2,19.520000000000003,76,1.31,2.55,1.2399999999999998,2.098,0.36159999999999987,2.04,2,2,0,2,0,2,0,2,2,1.2,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.2,0.64,3,0,0,0,0,0,0,0,5,5,3.6,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3.6,1.44,4,5.64,22.89,17.25,9.703,5.274799999999999,5.64,0,4.496,4.496,2.4080000000000004,1.6704,1.524,0,0,0,0,0,0,166,194,28,182.8,13.439999999999998,166
Nb3B4,273.9447543,198.1389102,Nb3 B4,5,41,36,20.428571428571427,17.63265306122449,5,47,72,25,61.285714285714285,12.244897959183675,72,10.811,92.90638,82.09538,45.99473428571428,40.20998204081632,10.811,2348,2750,402,2520.285714285714,196.89795918367346,2348,5,13,8,9.571428571428571,3.918367346938776,13,2,5,3,3.2857142857142856,1.4693877551020407,2,84,164,80,118.28571428571429,39.183673469387756,84,1.6,2.04,0.43999999999999995,1.8514285714285716,0.2155102040816326,2.04,1,2,1,1.5714285714285714,0.489795918,2,0,1,1,0.5714285714285714,0.489795918,1,0,4,4,1.7142857142857142,1.9591836734693877,0,0,0,0,0,0,0,3,5,2,3.857142857142857,0.979591837,3,0,1,1,0.42857142857142855,0.4897959183673469,0,0,5,5,2.857142857142857,2.4489795918367347,5,0,6,6,2.5714285714285716,2.9387755102040813,0,0,0,0,0,0,0,5,7,2,5.857142857142857,0.9795918367346939,5,7.1725,18.18,11.0075,11.89,5.391428571428571,7.1725,0,1.524,1.524,0.8708571428571429,0.7464489795918368,1.524,0,0,0,0,0,0,166,229,63,193,30.857142857142858,166
CoAsS,138.9545949,104.4225842,Co1 As1 S1,16,33,17,25.333333333333332,6.222222222222222,16,58,88,30,76.66666666666667,12.444444444444443,58,32.065,74.9216,42.8566,55.30659833333333,15.494398888888888,32.065,388.36,1768,1379.6399999999999,1082.1200000000001,462.50666666666666,388.36,9,16,7,13.333333333333334,2.888888888888889,9,3,4,1,3.6666666666666665,0.4444444444444445,3,105,126,21,116.66666666666667,7.777777777777776,105,1.88,2.58,0.7000000000000002,2.2133333333333334,0.24444444444444446,1.88,2,2,0,2,0,2,0,4,4,2.3333333333333335,1.5555555555555554,0,0,10,10,5.666666666666667,3.7777777777777772,0,0,0,0,0,0,0,6,15,9,10,3.3333333333333335,6,0,0,0,0,0,0,0,3,3,1.6666666666666667,1.111111111111111,0,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,2,3,1,2.6666666666666665,0.4444444444444445,2,10.245,25.786875,15.541875,19.402291666666667,6.104861111,10.245,0,2.202,2.202,0.734,0.9786666666666667,0,0,1.5484712,1.5484712,0.5161570666666667,0.6882094222222221,0,70,194,124,143.33333333333334,48.888888888888886,70
P2Pt,176.8863975,117.3039156,P2 Pt1,15,78,63,36,28,15,63,83,20,76.33333333333333,8.888888888888891,83,30.973762,195.084,164.110238,85.67717466666666,72.93788355555556,30.973762,317.3,2041.4,1724.1000000000001,892,766.2666666666668,317.3,10,15,5,13.333333333333334,2.222222222222222,15,3,6,3,4,1.3333333333333333,3,107,136,29,116.66666666666667,12.888888888888891,107,2.19,2.28,0.09,2.22,0.040000000000000036,2.19,1,2,1,1.6666666666666667,0.4444444444444444,2,0,3,3,2,1.3333333333333333,3,0,9,9,3,4,0,0,14,14,4.666666666666667,6.222222222222221,0,5,24,19,11.333333333333334,8.444444444444445,5,0,1,1,0.3333333333333333,0.4444444444444445,0,0,3,3,2,1.3333333333333333,3,0,1,1,0.3333333333333333,0.4444444444444445,0,0,0,0,0,0,0,2,3,1,2.6666666666666665,0.4444444444444445,3,15.02,22.5702381,7.550238095200001,20.053492063466667,3.355661375644445,22.5702381,0,1.625,1.625,1.0833333333333333,0.7222222222222223,1.625,0,0,0,0,0,0,2,225,223,76.33333333333333,99.11111111111113,2
VB2,285.538486,241.223926,V1 B2,5,23,18,11,8,5,46,72,26,63.333333333333336,11.555555555555555,72,10.811,50.9415,40.1305,24.187833333333334,17.83577777777778,10.811,2183,2348,165,2293,73.33333333333333,2348,5,13,8,10.333333333333334,3.5555555555555554,13,2,4,2,2.6666666666666665,0.8888888888888888,2,84,153,69,107,30.666666666666668,84,1.63,2.04,0.41000000000000014,1.9033333333333333,0.18222222222222229,2.04,2,2,0,2,0,2,0,1,1,0.6666666666666666,0.4444444444444445,1,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,3,5,2,3.6666666666666665,0.8888888888888888,3,0,0,0,0,0,0,0,5,5,3.3333333333333335,2.222222222222222,5,0,7,7,2.3333333333333335,3.1111111111111107,0,0,0,0,0,0,0,5,7,2,5.666666666666667,0.888888889,5,7.1725,13.01,5.8374999999999995,9.118333333333334,2.5944444444444446,7.1725,0,1.524,1.524,1.016,0.6773333333333333,1.524,0,0,0,0,0,0,166,229,63,187,28,166
Ti8C5,169.9106494,115.094099,Ti8 C5,6,22,16,15.846153846153847,7.573964497,22,43,77,34,56.07692307692308,16.09467455621302,43,12.0107,47.867,35.8563,34.076115384615385,16.97339644970414,47.867,1941,3823,1882,2664.846153846154,890.887574,1941,4,14,10,7.846153846153846,4.733727810650887,4,2,4,2,3.230769230769231,0.9467455621301775,4,76,160,84,127.6923076923077,39.76331360946745,160,1.54,2.55,1.0099999999999998,1.9284615384615384,0.4781065088757396,1.54,2,2,0,2,0,2,0,2,2,0.7692307692307693,0.9467455621301776,0,0,2,2,1.2307692307692308,0.9467455621301775,2,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,4,4,1.5384615384615385,1.8934911242603552,0,0,8,8,4.923076923076923,3.786982249,8,0,0,0,0,0,0,4,8,4,6.461538461538462,1.893491124260355,8,5.64,16.69,11.05,12.44,5.230769230769232,16.69,0,4.496,4.496,1.7292307692307696,2.1282840236686393,0,0,2.25333333333e-05,2.25333333333e-05,1.3866666666646154e-05,1.0666666666650887e-05,2.25333333333e-05,194,194,0,194,0,194
V2P,207.4162633,102.1402191,V2 P1,15,23,8,20.333333333333332,3.555555555555556,23,46,83,37,58.333333333333336,16.444444444444446,46,30.973762,50.9415,19.967737999999997,44.28558733333333,8.874550222,50.9415,317.3,2183,1865.7,1561.1000000000001,829.1999999999999,2183,5,15,10,8.333333333333334,4.444444444444445,5,3,4,1,3.6666666666666665,0.4444444444444445,4,107,153,46,137.66666666666666,20.444444444444446,153,1.63,2.19,0.56,1.8166666666666664,0.24888888888888885,1.63,2,2,0,2,0,2,0,3,3,1,1.3333333333333333,0,0,3,3,2,1.3333333333333333,3,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,3,3,1,1.3333333333333333,0,0,7,7,4.666666666666667,3.1111111111111107,7,0,0,0,0,0,0,3,7,4,5.666666666666667,1.7777777777777777,7,13.01,22.5702381,9.560238095,16.196746031733333,4.248994708977778,13.01,0,1.625,1.625,0.5416666666666666,0.7222222222222223,0,0,0,0,0,0,0,2,229,227,153.33333333333334,100.88888888888887,229
Ti2BRh6,227.7893788,112.5926999,Ti2 B1 Rh6,5,45,40,35.44444444444444,12.74074074074074,45,43,72,29,56.888888888888886,6.172839506172841,59,10.811,102.9055,92.09450000000001,80.442,29.95133333333334,102.9055,1941,2348,407,2183.5555555555557,107.80246913580241,2237,4,13,9,8.333333333333334,1.9259259259259254,9,2,5,3,4.444444444444445,0.7407407407407407,5,84,160,76,139.55555555555554,12.34567901234569,142,1.54,2.28,0.7399999999999998,2.088888888888889,0.2548148148148146,2.28,1,2,1,1.3333333333333333,0.4444444444444444,1,0,1,1,0.1111111111111111,0.19753086419753085,0,0,8,8,5.777777777777778,2.962962962962963,8,0,0,0,0,0,0,3,9,6,7.222222222222222,2.3703703703703707,9,0,1,1,0.6666666666666666,0.4444444444444444,1,0,5,5,0.5555555555555556,0.9876543209876544,0,0,8,8,3.111111111111111,2.172839506,2,0,0,0,0,0,0,3,8,5,4.333333333333333,1.7777777777777777,3,7.1725,16.69,9.517500000000002,13.599166666666669,1.4281481481481473,13.64,0,1.524,1.524,0.16933333333333334,0.30103703703703705,0,0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0,166,225,59,211.55555555555554,17.92592592592593,225
Mn5C2,219.9983425,111.5745934,Mn5 C2,6,25,19,19.571428571428573,7.755102040816325,25,52,77,25,59.142857142857146,10.204081632653063,52,12.0107,54.938045,42.927345,42.67308928571429,17.521365306122448,54.938045,1519,3823,2304,2177.285714285714,940.4081632653061,1519,7,14,7,9,2.857142857142857,7,2,4,2,3.4285714285714284,0.816326531,4,76,139,63,121,25.714285714285715,139,1.55,2.55,0.9999999999999998,1.8357142857142856,0.40816326530612235,1.55,2,2,0,2,0,2,0,2,2,0.5714285714285714,0.8163265306122448,0,0,5,5,3.5714285714285716,2.0408163265306123,5,0,0,0,0,0,0,4,7,3,6.142857142857143,1.2244897959183672,7,0,0,0,0,0,0,0,4,4,1.1428571428571428,1.6326530612244896,0,0,5,5,3.5714285714285716,2.0408163265306123,5,0,0,0,0,0,0,4,5,1,4.714285714285714,0.4081632653061224,5,5.64,10.48758621,4.847586207,9.102561576357143,1.9786066150612243,10.48758621,0,4.496,4.496,1.2845714285714287,1.8351020408163268,0,0,0.000310121,0.000310121,0.000221515,0.00012658,0.000310121,194,217,23,210.42857142857142,9.387755102040822,217
NbCrN,279.985604,156.9576336,Nb1 Cr1 N1,7,41,34,24,11.333333333333334,7,47,82,35,59.333333333333336,15.111111111111112,47,14.0067,92.90638,78.89968,52.969726666666666,26.624435555555554,14.0067,63.05,2750,2686.95,1664.3500000000001,1067.5333333333333,63.05,5,15,10,8.666666666666666,4.222222222222222,5,2,5,3,3.6666666666666665,1.1111111111111112,2,71,164,93,124.66666666666667,35.77777777777778,71,1.6,3.04,1.44,2.1,0.6266666666666667,1.6,1,2,1,1.3333333333333333,0.4444444444444444,1,0,3,3,1,1.3333333333333333,0,0,5,5,3,2,0,0,0,0,0,0,0,5,6,1,5.333333333333333,0.44444444444444436,5,0,1,1,0.6666666666666666,0.4444444444444445,0,0,3,3,1,1.3333333333333333,0,0,6,6,3.6666666666666665,2.4444444444444446,0,0,0,0,0,0,0,3,7,4,5.333333333333333,1.5555555555555556,3,11.19,18.18,6.99,14.712916666666667,2.3486111111111114,11.19,0,6.437,6.437,2.1456666666666666,2.8608888888888893,0,0,0,0,0,0,0,194,229,35,217.33333333333334,15.555555555555552,194
FeSi2,180.6598962,127.3039695,Fe1 Si2,14,26,12,18,5.333333333333333,14,55,78,23,70.33333333333333,10.222222222222223,78,28.0855,55.845,27.7595,37.33866666666666,12.337555555555554,28.0855,1687,1811,124,1728.3333333333333,55.111111111111086,1687,8,14,6,12,2.6666666666666665,14,3,4,1,3.3333333333333335,0.4444444444444445,3,111,132,21,118,9.333333333333334,111,1.83,1.9,0.07,1.8766666666666667,0.031111111111111017,1.9,2,2,0,2,0,2,0,2,2,1.3333333333333333,0.888888889,2,0,6,6,2,2.6666666666666665,0,0,0,0,0,0,0,4,8,4,5.333333333333333,1.7777777777777777,4,0,0,0,0,0,0,0,4,4,2.6666666666666665,1.777777777777778,4,0,4,4,1.3333333333333333,1.777777777777778,0,0,0,0,0,0,0,4,4,0,4,0,4,10.73,20.44,9.71,17.203333333333333,4.315555555555556,20.44,0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555557,0,227,229,2,227.66666666666666,0.8888888888888857,227
Si3W5,267.135744,121.1935267,Si3 W5,14,74,60,51.5,28.125,74,51,78,27,61.125,12.65625,51,28.0855,183.84,155.7545,125.4320625,73.00992188,183.84,1687,3695,2008,2942,941.25,3695,6,14,8,9,3.75,6,3,6,3,4.875,1.40625,6,111,162,51,142.875,23.90625,162,1.9,2.36,0.45999999999999996,2.1875,0.21562499999999996,2.36,2,2,0,2,0,2,0,2,2,0.75,0.9375,0,0,4,4,2.5,1.875,4,0,14,14,8.75,6.5625,14,4,20,16,14,7.5,20,0,0,0,0,0,0,0,4,4,1.5,1.875,0,0,6,6,3.75,2.8125,6,0,0,0,0,0,0,4,6,2,5.25,0.9375,6,16.05,20.44,4.390000000000001,17.69625,2.0578125,16.05,0,0.773,0.773,0.289875,0.36234374999999996,0,0,0,0,0,0,0,227,229,2,228.25,0.9375,229
ZnCo3C,216.753843,113.088107,Zn1 Co3 C1,6,30,24,23.4,6.960000000000001,27,58,77,19,64,7.2,58,12.0107,65.38,53.369299999999996,50.83805699999999,15.530942800000002,58.933195,692.68,3823,3130.32,1963.9360000000001,743.6256000000001,1768,9,14,5,10.6,1.92,9,2,4,2,3.6,0.6399999999999999,4,76,126,50,115.2,15.679999999999998,126,1.65,2.55,0.8999999999999999,1.968,0.23280000000000003,1.88,2,2,0,2,0,2,0,2,2,0.4,0.64,0,0,10,10,6.2,2.4799999999999995,7,0,0,0,0,0,0,4,12,8,8.6,1.8400000000000003,9,0,0,0,0,0,0,0,4,4,0.8,1.28,0,0,3,3,1.8,1.44,3,0,0,0,0,0,0,0,4,4,2.6,1.0399999999999998,3,5.64,13.96,8.32,10.067,1.7708,10.245,0,4.496,4.496,0.8992000000000001,1.4387200000000002,0,0,1.5484712,1.5484712,0.92908272,0.743266176,1.5484712,194,194,0,194,0,194
FeWN2,224.3134043,119.2376122,Fe1 W1 N2,7,74,67,28.5,22.75,7,51,82,31,67.5,14.5,82,14.0067,183.84,169.8333,66.9246,58.4577,14.0067,63.05,3695,3631.95,1408.025,1344.975,63.05,6,15,9,11,4,15,2,6,4,3.5,1.5,2,71,162,91,109,38,71,1.83,3.04,1.21,2.5675,0.47250000000000003,3.04,2,2,0,2,0,2,0,3,3,1.5,1.5,3,0,6,6,2.5,2.5,0,0,14,14,3.5,5.25,0,5,20,15,9.5,5.25,5,0,0,0,0,0,0,0,3,3,1.5,1.5,3,0,6,6,2.5,2.5,0,0,0,0,0,0,0,3,6,3,4,1,3,10.73,16.05,5.32,14.079375,1.6746875,14.76875,0,6.437,6.437,3.2185,3.2185,6.437,0,2.1106628,2.1106628,0.5276657,0.79149855,0,194,229,35,211.5,17.5,194
PW,221.6230626,117.5603822,P1 W1,15,74,59,44.5,29.5,15,51,83,32,67,16,51,30.973762,183.84,152.866238,107.406881,76.433119,30.973762,317.3,3695,3377.7,2006.15,1688.85,317.3,6,15,9,10.5,4.5,6,3,6,3,4.5,1.5,3,107,162,55,134.5,27.5,107,2.19,2.36,0.16999999999999993,2.275,0.085,2.19,2,2,0,2,0,2,0,3,3,1.5,1.5,0,0,4,4,2,2,0,0,14,14,7,7,0,5,20,15,12.5,7.5,5,0,0,0,0,0,0,0,3,3,1.5,1.5,0,0,6,6,3,3,0,0,0,0,0,0,0,3,6,3,4.5,1.5,3,16.05,22.5702381,6.520238095,19.31011905,3.260119048,16.05,0,1.625,1.625,0.8125,0.8125,0,0,0,0,0,0,0,2,229,227,115.5,113.5,2
Mn3GaC,208.4227509,115.3341501,Mn3 Ga1 C1,6,31,25,22.4,6.5600000000000005,25,52,77,25,61.4,11.28,52,12.0107,69.723,57.7123,49.309567,14.9195468,54.938045,302.91,3823,3520.09,1736.5819999999999,834.5671999999998,1519,7,14,7,9.6,3.12,7,2,4,2,3.6,0.6399999999999999,4,76,139,63,123,19.2,139,1.55,2.55,0.9999999999999998,1.8020000000000003,0.3024,1.55,2,2,0,2,0,2,0,2,2,0.6,0.72,0,0,10,10,5,2,5,0,0,0,0,0,0,4,13,9,7.6,2.1599999999999997,7,0,0,0,0,0,0,0,5,5,1.8,2.16,0,0,5,5,3,2.4,5,0,0,0,0,0,0,4,5,1,4.8,0.3200000000000001,5,5.64,18.8575,13.217500000000001,11.19205172,3.066179310344001,10.48758621,0,4.496,4.496,0.8992000000000001,1.4387200000000002,0,0,0.000310121,0.000310121,0.000186072,0.000148858,0.000310121,64,217,153,181.8,47.11999999999999,217
SiMo3,251.6333509,127.4650293,Si1 Mo3,14,42,28,35,10.5,42,50,78,28,57,10.5,50,28.0855,95.96,67.8745,78.991375,25.452937499999994,95.96,1687,2896,1209,2593.75,453.375,2896,6,14,8,8,3,6,3,5,2,4.5,0.75,5,111,154,43,143.25,16.125,154,1.9,2.16,0.26000000000000023,2.095,0.0975,2.16,1,2,1,1.25,0.375,1,0,2,2,0.5,0.75,0,0,5,5,3.75,1.875,5,0,0,0,0,0,0,4,6,2,5.5,0.75,6,0,1,1,0.75,0.375,1,0,4,4,1,1.5,0,0,5,5,3.75,1.875,5,0,0,0,0,0,0,4,6,2,5.5,0.75,6,15.69,20.44,4.750000000000002,16.8775,1.7812500000000013,15.69,0,0.773,0.773,0.19325,0.289875,0,0,0,0,0,0,0,227,229,2,228.5,0.75,229
Sc3IrC4,189.9223595,121.3972205,Sc3 Ir1 C4,6,77,71,20.5,14.5,6,11,77,66,50.125,29.34375,77,12.0107,192.217,180.2063,46.890942,36.331514500000004,12.0107,1814,3823,2009,2934.125,888.875,3823,3,14,11,9.25,4.75,14,2,6,4,3.25,1.25,2,76,170,94,119.375,43.375,76,1.36,2.55,1.1899999999999997,2.06,0.5249999999999999,2.55,2,2,0,2,0,2,0,2,2,1,1,2,0,7,7,1.25,1.4375,0,0,14,14,1.75,3.0625,0,3,23,20,6,4.25,4,0,0,0,0,0,0,0,4,4,2,2,4,0,9,9,3.75,3.9375,0,0,0,0,0,0,0,3,9,6,5.75,2.4375,4,5.64,22.235,16.595,12.934375,7.2943750000000005,5.64,0,4.496,4.496,2.248,2.248,4.496,0,6.35e-06,6.35e-06,2.3812500000000003e-06,2.9765625000000004e-06,0,194,225,31,197.875,6.78125,194
